"id","course_id","question","answer","faq_position","added_date","modified_date","status","question_tag"
"608","37","How are online MCQ test executed? Can I give the monthly tests and the final exam at home? Or do I need to go to an online centre?","<p style=""text-align: justify;"">The online MCQ is executed on the learning management system. You do not have to go to any special centers to take any test or exam. Test can be attempted by logging on to the online learning management system from your home or anywhere you wish. We recommend that you use a computer while giving these tests, as mobile phones are unreliable for giving tests.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"609","37","Can we take the tests at our convenience or are they going to be available only at a specific time on a particular day? What happens if I cannot take the tests at a specific time because of exams, internships or other commitments?","<p style=""text-align: justify;"">As candidates will be enrolling from across India and Abroad, the schedule of every candidate is likely to differ. To accommodate that, the test will be available on the online portal for a substantial period of time so that you can take them at your convenience. Everyone will be given sufficient opportunity to take these tests. For Diploma courses, test get live in students account in the 11th month of their batch starting date and is available for 1 month duration so that people can attempt the test as per their convenience but in one sitting of 2 hours.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"610","37","What if I cannot attend the classroom sessions?","<p style=""text-align: justify;"">Attendance for sessions is not mandatory, but crucial for learning to perform exercises which add value. Students who miss the session can watch the recorded versions of the sessions conducted on the learning management system (LMS). Recorded session will be added on LMS within three working days.</p>

<p style=""text-align: justify;"">It is highly recommended that you complete weekly exercises. 90 exercises would be allocated in total out of which submitting a minimum of 50 exercises is mandatory.</p>

<p style=""text-align: justify;"">All study materials which includes text, videos, drafting exercises, templates and regular tests will be available only on the LMS and can be accessed using your login id for the LMS. The course can also be accessed through state of the art mobile Apps, which makes learning convenient and accessible on a real-time basis.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"611","37","Are there going to be classroom sessions?","<div>
<div>
<p style=""text-align: justify;"">Yes, in all our premium courses, there are live weekly classroom sessions. Apart from one session that is related to your course, sometimes you will be invited to attend extra free sessions on writing, networking or other relevant skills. However, the course is conducted through an online learning management system, which enables students to access study materials from anywhere in the world at their own time and convenience. Course materials will be accessible on the online learning management system which can be assessed on laptop/desktop and you can also access course on your phone by downloading the LawSikho app. Some course materials may be uploaded around the time of your class about the relevant issue. Apart from this, you will have access to significant hard copy material as well.</p>

<div>
<ul>
	<li style=""text-align: justify;"">Live sessions on exercises shared will be conducted online on a weekly basis. Once or twice a month, you will also have a session on writing effective articles and networking skills. In total, students will have 5-6 live sessions every month. At times there could be extra sessions that are absolutely optional to attend.</li>
</ul>
</div>

<div>
<ul>
	<li style=""text-align: justify;"">Weekly online sessions will include feedback by our experts on the previous week&rsquo;s exercise and explanation of new concepts related to upcoming exercises.</li>
</ul>
</div>
</div>
</div>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"612","37","Are there any minimum attendance requirements?","<p style=""text-align: justify;"">There are no minimum attendance requirements, as the course shall be taught online through a learning management system which allows you to pursue the course at your own pace and convenience.</p>

<p style=""text-align: justify;"">Online Weekly Classrooms will be conducted for 40 minutes to an hour - Attendance is recommended. Feedbacks by our experts on your assignments submitted, is the goal of our sessions. Submitting of a minimum of 50 exercises ( 40 exercises + 10 Writing assignments) is mandatory to pass the course. You would have 1 MCQ test for all Diploma courses which gets live in the 11th month of course and is available till whole 1 month time period, a student can attempt the test anytime in that one month but in one sitting of 2 hours.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"613","37","How can I get access to a demo class?","<p style=""text-align: justify;"">We do not offer any demo classes. You will not be able to understand the quality of the course by attending a single class as the results we produce is done through a combination of many things - study material, assignments, personal feedback on assignments, and then finally class. The only way to experience the course is to take the course for a month, risk free, as we give no questions asked refund between the 30th and 45th day provided you attend all classes and solve all the assignments. Here is a link to our&nbsp;<a href=""https://lawsikho.com/policy/refund-policy"">refund policy</a>.</p>

<p style=""text-align: justify;"">We are proud that in the last 12 months, only 2 people asked for refunds despite such a generous refund policy. This is because once you take the course, you realise that the course content and the learning is far more valuable than a few thousand rupees, and the money you earn from the knowledge or skills you learn in the course is many many times more than what you invest in the course.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"614","37","How do I figure out if the Diploma course covers a specific topic I want to learn about?","<p style=""text-align: justify;"">A person can visit&nbsp;<a href=""https://lawsikho.com/"">lawsikho.com</a>&nbsp;and find the relevant course and see the course syllabus, learning objectives and even list of weekly exercises. You can also subscribe for free sample material. If more clarification about the course is needed, feel free to chat with our online chat specialist. You could also call us on our landline number, i.e. 011- 40845203 for further assistance.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"615","37","Are international students also sent hardcopy material?","<p style=""text-align: justify;"">If an international student require hardcopy material, they need to share their correct address and we will let them know the cost of courier which they need to pay and then the hardcopy will be dispatched. This is the process because the cost of international courier is very high compared to domestic courier within India (for domestic courier we have no additional charges). Some international students provide us with an Indian address for couriering hard copy material. In those cases, we charge nothing extra for courier.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"616","37","Are hard copy study materials provided for reference or are there only online classes?","<p style=""text-align: justify;"">Students of LawSikho Diplomas will be provided hard copy materials within 30 days of your course commencement date.</p>

<p style=""text-align: justify;"">However, online classes, videos, regulatory updates and periodic upgrades to the courses cannot be included in the hard copies. We will provide you with hard copy material for all important chapters. We keep adding many new chapters from time to time and there are restrictions on page numbers so all online material cannot be available in hard copy. We would keep adding new material online from time to time, so please do not expect all such material to be made available in hard copy also. You can use the hard copy materials for your reference, however, we recommend that you do not exclusively rely on hard copies for cracking the assessment test and the exercises. Please refer to the online library of materials from time to time.</p>

<p style=""text-align: justify;""><strong>Note</strong>:&nbsp;Hardcopy material is sent through Indian Speed Post (As more places are serviceable by post than courier), If your area is not serviceable and if you want to get hardcopy by courier send us a specific request, If this is not done and speed post bounces back then we need to levy the courier charge on you.</p>",NULL,"2019-12-17 10:28:10",NULL,"A","0"
"4000","11","If the course is not recognised how is it useful?","<p style=""text-align: justify;"">There are many certified courses in the market, including LLB which is a qualifying criteria for becoming a lawyer. The problem is that even after doing them, people do not have requisite advanced level practical skills needed to succeed. You can learn these things from our courses. Our students who are already working earn over 1 lakh rupees per month in an average. That should give you an idea about what is so beneficial about our courses!</p>",NULL,"2020-01-09 06:16:57","2021-03-24 04:25:47","D","0"
"4334","20","Who can enrol for the Courses?","<p style=""text-align: justify;"">We recommend that you should have completed your higher secondary / Class 12 from a recognized board / University. In case of foreign nationals, you should have completed the equivalent of Higher Secondary in India in your respective country. You should also be comfortable with English language and using a computer. However, we have no formal pre-qualification requirements because we are not a university or college. Anyone who wants to learn are welcome to join our courses.</p>","2","2020-01-11 06:19:45","2020-01-11 18:01:30","A","0"
"4335","20","Are hard copy study materials provided for reference or are there only online classes?","<p style=""text-align: justify;"">Students of LawSikho Executive Certificate courses will be provided with hard copy materials within 30 days of your course commencement date.&nbsp;&nbsp;</p>

<p style=""text-align: justify;"">However, online classes, videos, regulatory updates and periodic upgrades to the courses cannot be included in the hard copies. We will provide you with hard copy material for all important chapters. We keep adding many new chapters from time to time and there are restrictions on page numbers so all online material cannot be available in hard copy. We would keep adding new material online from time to time, so please do not expect all such material to be made available in hard copy also. You can use the hard copy materials for your reference, however, we recommend that you do not exclusively rely on hard copies for cracking the assessment test and the exercises. Please refer to the online library of materials from time to time.</p>

<p style=""text-align: justify;"">Note: Hardcopy material is sent through Indian Speed Post (As more places are serviceable by post than courier), If your area is not serviceable and if you want to get hardcopy by courier send us a specific request, If this is not done and speed post bounces back then we need to levy the courier charge on you.</p>","3","2020-01-11 06:20:08","2020-01-11 18:01:30","A","0"
"4336","20","Are international students also sent hardcopy material?","<p style=""text-align: justify;"">If an international student require hardcopy material, they need to share their correct address and we will let them know the cost of courier which they need to pay and then the hardcopy will be dispatched. This is the process because the cost of international courier is very high compared to domestic courier within India (for domestic courier we have no additional charges). Some international students provide us with an Indian address for couriering hard copy material. In those cases, we charge nothing extra for courier.</p>","4","2020-01-11 06:20:30","2020-01-11 18:01:30","A","0"
"4337","20","How do I figure out if the course covers a specific topic I want to learn about?","<p style=""text-align: justify;"">A person can visit <a href=""https://lawsikho.com/"" target=""_blank"">lawsikho.com</a> and find the relevant course and see the course syllabus, learning objectives and even list of weekly exercises. You can also subscribe for free sample material. If more clarification about the course is needed, feel free to chat with our online chat specialist. You could also call us on our landline number, i.e. 011- 40845203 for further assistance.</p>","5","2020-01-11 06:21:11","2020-01-11 18:01:30","A","0"
